## This is an edited version of migrant_journey_updated..._b.csv
## Dep. joining or accompanying => Dep_J_A
## Zero expired rows were omited. I've put them back in. 
## Africa Sub-Saharan => Sub_Saharan_Africa
nationality,year_issued,visa_cat_broad,year,status_year_end,value
India,2020,Study,2020,Valid visa,51006
India,2004,Work,2004,Expired,1546
India,2004,Work,2004,Valid visa,30627
India,2004,Work,2005,Expired,7814
India,2004,Work,2005,Valid visa,24359
India,2004,Work,2006,Expired,13445
India,2004,Work,2006,Valid visa,18728
India,2004,Work,2007,Expired,15403
India,2004,Work,2007,Valid visa,16770
India,2004,Work,2008,Expired,16819
India,2004,Work,2008,Valid visa,15354
India,2004,Work,2009,Expired,18222
India,2004,Work,2009,Valid visa,13951
India,2004,Work,2010,Expired,18689
India,2004,Work,2010,Valid visa,13484
India,2004,Work,2011,Expired,19081
India,2004,Work,2011,Valid visa,13092
India,2004,Work,2012,Expired,19319
India,2004,Work,2012,Valid visa,12854
India,2004,Work,2013,Expired,19439
India,2004,Work,2013,Valid visa,12734
India,2004,Work,2014,Expired,19471
India,2004,Work,2014,Valid visa,12702
India,2004,Work,2015,Expired,19499
India,2004,Work,2015,Valid visa,12674
India,2004,Work,2016,Expired,19518
India,2004,Work,2016,Valid visa,12655
India,2004,Work,2017,Expired,19535
India,2004,Work,2017,Valid visa,12638
India,2004,Work,2018,Expired,19543
India,2004,Work,2018,Valid visa,12630
India,2004,Work,2019,Expired,19553
India,2004,Work,2019,Valid visa,12620
India,2004,Work,2020,Expired,19575
India,2004,Work,2020,Valid visa,12598
India,2005,Work,2005,Expired,3739
India,2005,Work,2005,Valid visa,40161
India,2005,Work,2006,Expired,12351
India,2005,Work,2006,Valid visa,31549
India,2005,Work,2007,Expired,19168
India,2005,Work,2007,Valid visa,24732
India,2005,Work,2008,Expired,21479
India,2005,Work,2008,Valid visa,22421
India,2005,Work,2009,Expired,23340
India,2005,Work,2009,Valid visa,20560
India,2005,Work,2010,Expired,25445
India,2005,Work,2010,Valid visa,18455
India,2005,Work,2011,Expired,26183
India,2005,Work,2011,Valid visa,17717
India,2005,Work,2012,Expired,26644
India,2005,Work,2012,Valid visa,17256
India,2005,Work,2013,Expired,26874
India,2005,Work,2013,Valid visa,17026
India,2005,Work,2014,Expired,26977
India,2005,Work,2014,Valid visa,16923
India,2005,Work,2015,Expired,27040
India,2005,Work,2015,Valid visa,16860
India,2005,Work,2016,Expired,27066
India,2005,Work,2016,Valid visa,16834
India,2005,Work,2017,Expired,27088
India,2005,Work,2017,Valid visa,16812
India,2005,Work,2018,Expired,27103
India,2005,Work,2018,Valid visa,16797
India,2005,Work,2019,Expired,27129
India,2005,Work,2019,Valid visa,16771
India,2005,Work,2020,Expired,27177
India,2005,Work,2020,Valid visa,16723
India,2006,Work,2006,Expired,4872
India,2006,Work,2006,Valid visa,49162
India,2006,Work,2007,Expired,13588
India,2006,Work,2007,Valid visa,40446
India,2006,Work,2008,Expired,25281
India,2006,Work,2008,Valid visa,28753
India,2006,Work,2009,Expired,28141
India,2006,Work,2009,Valid visa,25893
India,2006,Work,2010,Expired,30240
India,2006,Work,2010,Valid visa,23794
India,2006,Work,2011,Expired,33078
India,2006,Work,2011,Valid visa,20956
India,2006,Work,2012,Expired,34089
India,2006,Work,2012,Valid visa,19945
India,2006,Work,2013,Expired,34582
India,2006,Work,2013,Valid visa,19452
India,2006,Work,2014,Expired,34729
India,2006,Work,2014,Valid visa,19305
India,2006,Work,2015,Expired,34793
India,2006,Work,2015,Valid visa,19241
India,2006,Work,2016,Expired,34838
India,2006,Work,2016,Valid visa,19196
India,2006,Work,2017,Expired,34871
India,2006,Work,2017,Valid visa,19163
India,2006,Work,2018,Expired,34894
India,2006,Work,2018,Valid visa,19140
India,2006,Work,2019,Expired,34913
India,2006,Work,2019,Valid visa,19121
India,2006,Work,2020,Expired,34965
India,2006,Work,2020,Valid visa,19069
India,2007,Work,2007,Expired,4119
India,2007,Work,2007,Valid visa,40655
India,2007,Work,2008,Expired,11516
India,2007,Work,2008,Valid visa,33258
India,2007,Work,2009,Expired,24826
India,2007,Work,2009,Valid visa,19948
India,2007,Work,2010,Expired,26805
India,2007,Work,2010,Valid visa,17969
India,2007,Work,2011,Expired,28545
India,2007,Work,2011,Valid visa,16229
India,2007,Work,2012,Expired,31415
India,2007,Work,2012,Valid visa,13359
India,2007,Work,2013,Expired,32025
India,2007,Work,2013,Valid visa,12749
India,2007,Work,2014,Expired,32272
India,2007,Work,2014,Valid visa,12502
India,2007,Work,2015,Expired,32415
India,2007,Work,2015,Valid visa,12359
India,2007,Work,2016,Expired,32498
India,2007,Work,2016,Valid visa,12276
India,2007,Work,2017,Expired,32553
India,2007,Work,2017,Valid visa,12221
India,2007,Work,2018,Expired,32584
India,2007,Work,2018,Valid visa,12190
India,2007,Work,2019,Expired,32620
India,2007,Work,2019,Valid visa,12154
India,2007,Work,2020,Expired,32673
India,2007,Work,2020,Valid visa,12101
India,2008,Work,2008,Expired,3552
India,2008,Work,2008,Valid visa,38761
India,2008,Work,2009,Expired,11034
India,2008,Work,2009,Valid visa,31279
India,2008,Work,2010,Expired,22840
India,2008,Work,2010,Valid visa,19473
India,2008,Work,2011,Expired,25801
India,2008,Work,2011,Valid visa,16512
India,2008,Work,2012,Expired,27841
India,2008,Work,2012,Valid visa,14472
India,2008,Work,2013,Expired,30077
India,2008,Work,2013,Valid visa,12236
India,2008,Work,2014,Expired,30498
India,2008,Work,2014,Valid visa,11815
India,2008,Work,2015,Expired,30745
India,2008,Work,2015,Valid visa,11568
India,2008,Work,2016,Expired,30914
India,2008,Work,2016,Valid visa,11399
India,2008,Work,2017,Expired,30989
India,2008,Work,2017,Valid visa,11324
India,2008,Work,2018,Expired,31066
India,2008,Work,2018,Valid visa,11247
India,2008,Work,2019,Expired,31118
India,2008,Work,2019,Valid visa,11195
India,2008,Work,2020,Expired,31168
India,2008,Work,2020,Valid visa,11145
India,2009,Work,2009,Expired,1923
India,2009,Work,2009,Valid visa,37801
India,2009,Work,2010,Expired,7303
India,2009,Work,2010,Valid visa,32421
India,2009,Work,2011,Expired,16836
India,2009,Work,2011,Valid visa,22888
India,2009,Work,2012,Expired,23677
India,2009,Work,2012,Valid visa,16047
India,2009,Work,2013,Expired,25166
India,2009,Work,2013,Valid visa,14558
India,2009,Work,2014,Expired,26025
India,2009,Work,2014,Valid visa,13699
India,2009,Work,2015,Expired,26401
India,2009,Work,2015,Valid visa,13323
India,2009,Work,2016,Expired,26625
India,2009,Work,2016,Valid visa,13099
India,2009,Work,2017,Expired,26776
India,2009,Work,2017,Valid visa,12948
India,2009,Work,2018,Expired,26852
India,2009,Work,2018,Valid visa,12872
India,2009,Work,2019,Expired,26910
India,2009,Work,2019,Valid visa,12814
India,2009,Work,2020,Expired,26998
India,2009,Work,2020,Valid visa,12726
India,2010,Work,2010,Expired,2777
India,2010,Work,2010,Valid visa,40868
India,2010,Work,2011,Expired,9331
India,2010,Work,2011,Valid visa,34314
India,2010,Work,2012,Expired,20177
India,2010,Work,2012,Valid visa,23468
India,2010,Work,2013,Expired,25709
India,2010,Work,2013,Valid visa,17936
India,2010,Work,2014,Expired,27178
India,2010,Work,2014,Valid visa,16467
India,2010,Work,2015,Expired,28273
India,2010,Work,2015,Valid visa,15372
India,2010,Work,2016,Expired,28850
India,2010,Work,2016,Valid visa,14795
India,2010,Work,2017,Expired,29114
India,2010,Work,2017,Valid visa,14531
India,2010,Work,2018,Expired,29328
India,2010,Work,2018,Valid visa,14317
India,2010,Work,2019,Expired,29438
India,2010,Work,2019,Valid visa,14207
India,2010,Work,2020,Expired,29624
India,2010,Work,2020,Valid visa,14021
India,2011,Work,2011,Expired,2994
India,2011,Work,2011,Valid visa,37361
India,2011,Work,2012,Expired,15871
India,2011,Work,2012,Valid visa,24484
India,2011,Work,2013,Expired,21583
India,2011,Work,2013,Valid visa,18772
India,2011,Work,2014,Expired,26129
India,2011,Work,2014,Valid visa,14226
India,2011,Work,2015,Expired,27548
India,2011,Work,2015,Valid visa,12807
India,2011,Work,2016,Expired,29125
India,2011,Work,2016,Valid visa,11230
India,2011,Work,2017,Expired,29659
India,2011,Work,2017,Valid visa,10696
India,2011,Work,2018,Expired,29955
India,2011,Work,2018,Valid visa,10400
India,2011,Work,2019,Expired,30108
India,2011,Work,2019,Valid visa,10247
India,2011,Work,2020,Expired,30262
India,2011,Work,2020,Valid visa,10093
India,2012,Work,2012,Expired,3885
India,2012,Work,2012,Valid visa,36188
India,2012,Work,2013,Expired,20873
India,2012,Work,2013,Valid visa,19200
India,2012,Work,2014,Expired,24414
India,2012,Work,2014,Valid visa,15659
India,2012,Work,2015,Expired,28548
India,2012,Work,2015,Valid visa,11525
India,2012,Work,2016,Expired,29914
India,2012,Work,2016,Valid visa,10159
India,2012,Work,2017,Expired,31769
India,2012,Work,2017,Valid visa,8304
India,2012,Work,2018,Expired,32415
India,2012,Work,2018,Valid visa,7658
India,2012,Work,2019,Expired,32641
India,2012,Work,2019,Valid visa,7432
India,2012,Work,2020,Expired,32839
India,2012,Work,2020,Valid visa,7234
India,2013,Work,2013,Expired,4271
India,2013,Work,2013,Valid visa,40291
India,2013,Work,2014,Expired,22951
India,2013,Work,2014,Valid visa,21611
India,2013,Work,2015,Expired,26373
India,2013,Work,2015,Valid visa,18189
India,2013,Work,2016,Expired,31370
India,2013,Work,2016,Valid visa,13192
India,2013,Work,2017,Expired,33037
India,2013,Work,2017,Valid visa,11525
India,2013,Work,2018,Expired,35473
India,2013,Work,2018,Valid visa,9089
India,2013,Work,2019,Expired,36342
India,2013,Work,2019,Valid visa,8220
India,2013,Work,2020,Expired,36729
India,2013,Work,2020,Valid visa,7833
India,2014,Work,2014,Expired,4211
India,2014,Work,2014,Valid visa,45903
India,2014,Work,2015,Expired,25686
India,2014,Work,2015,Valid visa,24428
India,2014,Work,2016,Expired,29692
India,2014,Work,2016,Valid visa,20422
India,2014,Work,2017,Expired,34574
India,2014,Work,2017,Valid visa,15540
India,2014,Work,2018,Expired,36389
India,2014,Work,2018,Valid visa,13725
India,2014,Work,2019,Expired,39409
India,2014,Work,2019,Valid visa,10705
India,2014,Work,2020,Expired,40537
India,2014,Work,2020,Valid visa,9577
India,2015,Work,2015,Expired,4652
India,2015,Work,2015,Valid visa,44572
India,2015,Work,2016,Expired,25220
India,2015,Work,2016,Valid visa,24004
India,2015,Work,2017,Expired,29319
India,2015,Work,2017,Valid visa,19905
India,2015,Work,2018,Expired,33559
India,2015,Work,2018,Valid visa,15665
India,2015,Work,2019,Expired,35324
India,2015,Work,2019,Valid visa,13900
India,2015,Work,2020,Expired,38506
India,2015,Work,2020,Valid visa,10718
India,2016,Work,2016,Expired,4960
India,2016,Work,2016,Valid visa,44016
India,2016,Work,2017,Expired,22322
India,2016,Work,2017,Valid visa,26654
India,2016,Work,2018,Expired,26395
India,2016,Work,2018,Valid visa,22581
India,2016,Work,2019,Expired,30890
India,2016,Work,2019,Valid visa,18086
India,2016,Work,2020,Expired,33246
India,2016,Work,2020,Valid visa,15730
India,2017,Work,2017,Expired,3952
India,2017,Work,2017,Valid visa,41384
India,2017,Work,2018,Expired,14195
India,2017,Work,2018,Valid visa,31141
India,2017,Work,2019,Expired,20742
India,2017,Work,2019,Valid visa,24594
India,2017,Work,2020,Expired,25867
India,2017,Work,2020,Valid visa,19469
India,2018,Work,2018,Expired,2818
India,2018,Work,2018,Valid visa,47214
India,2018,Work,2019,Expired,11585
India,2018,Work,2019,Valid visa,38447
India,2018,Work,2020,Expired,21524
India,2018,Work,2020,Valid visa,28508
India,2019,Work,2019,Expired,3667
India,2019,Work,2019,Valid visa,51783
India,2019,Work,2020,Expired,13417
India,2019,Work,2020,Valid visa,42033
India,2020,Work,2020,Expired,1807
India,2020,Work,2020,Valid visa,28918
Pakistan,2004,Dep_J_A,2004,Expired,20
Pakistan,2004,Dep_J_A,2004,Valid visa,2429
Pakistan,2004,Dep_J_A,2005,Expired,292
Pakistan,2004,Dep_J_A,2005,Valid visa,2157
Pakistan,2004,Dep_J_A,2006,Expired,535
Pakistan,2004,Dep_J_A,2006,Valid visa,1914
Pakistan,2004,Dep_J_A,2007,Expired,580
Pakistan,2004,Dep_J_A,2007,Valid visa,1869
Pakistan,2004,Dep_J_A,2008,Expired,670
Pakistan,2004,Dep_J_A,2008,Valid visa,1779
Pakistan,2004,Dep_J_A,2009,Expired,738
Pakistan,2004,Dep_J_A,2009,Valid visa,1711
Pakistan,2004,Dep_J_A,2010,Expired,756
Pakistan,2004,Dep_J_A,2010,Valid visa,1693
Pakistan,2004,Dep_J_A,2011,Expired,775
Pakistan,2004,Dep_J_A,2011,Valid visa,1674
Pakistan,2004,Dep_J_A,2012,Expired,777
Pakistan,2004,Dep_J_A,2012,Valid visa,1672
Pakistan,2004,Dep_J_A,2013,Expired,781
Pakistan,2004,Dep_J_A,2013,Valid visa,1668
Pakistan,2004,Dep_J_A,2014,Expired,781
Pakistan,2004,Dep_J_A,2014,Valid visa,1668
Pakistan,2004,Dep_J_A,2015,Expired,781
Pakistan,2004,Dep_J_A,2015,Valid visa,1668
Pakistan,2004,Dep_J_A,2016,Expired,781
Pakistan,2004,Dep_J_A,2016,Valid visa,1668
Pakistan,2004,Dep_J_A,2017,Expired,783
Pakistan,2004,Dep_J_A,2017,Valid visa,1666
Pakistan,2004,Dep_J_A,2018,Expired,785
Pakistan,2004,Dep_J_A,2018,Valid visa,1664
Pakistan,2004,Dep_J_A,2019,Expired,785
Pakistan,2004,Dep_J_A,2019,Valid visa,1664
Pakistan,2004,Dep_J_A,2020,Expired,788
Pakistan,2004,Dep_J_A,2020,Valid visa,1661
Pakistan,2005,Dep_J_A,2005,Expired,95
Pakistan,2005,Dep_J_A,2005,Valid visa,4522
Pakistan,2005,Dep_J_A,2006,Expired,637
Pakistan,2005,Dep_J_A,2006,Valid visa,3980
Pakistan,2005,Dep_J_A,2007,Expired,924
Pakistan,2005,Dep_J_A,2007,Valid visa,3693
Pakistan,2005,Dep_J_A,2008,Expired,1059
Pakistan,2005,Dep_J_A,2008,Valid visa,3558
Pakistan,2005,Dep_J_A,2009,Expired,1177
Pakistan,2005,Dep_J_A,2009,Valid visa,3440
Pakistan,2005,Dep_J_A,2010,Expired,1321
Pakistan,2005,Dep_J_A,2010,Valid visa,3296
Pakistan,2005,Dep_J_A,2011,Expired,1344
Pakistan,2005,Dep_J_A,2011,Valid visa,3273
Pakistan,2005,Dep_J_A,2012,Expired,1362
Pakistan,2005,Dep_J_A,2012,Valid visa,3255
Pakistan,2005,Dep_J_A,2013,Expired,1369
Pakistan,2005,Dep_J_A,2013,Valid visa,3248
Pakistan,2005,Dep_J_A,2014,Expired,1371
Pakistan,2005,Dep_J_A,2014,Valid visa,3246
Pakistan,2005,Dep_J_A,2015,Expired,1376
Pakistan,2005,Dep_J_A,2015,Valid visa,3241
Pakistan,2005,Dep_J_A,2016,Expired,1378
Pakistan,2005,Dep_J_A,2016,Valid visa,3239
Pakistan,2005,Dep_J_A,2017,Expired,1378
Pakistan,2005,Dep_J_A,2017,Valid visa,3239
Pakistan,2005,Dep_J_A,2018,Expired,1378
Pakistan,2005,Dep_J_A,2018,Valid visa,3239
Pakistan,2005,Dep_J_A,2019,Expired,1379
Pakistan,2005,Dep_J_A,2019,Valid visa,3238
Pakistan,2005,Dep_J_A,2020,Expired,1391
Pakistan,2005,Dep_J_A,2020,Valid visa,3226
Pakistan,2006,Dep_J_A,2006,Expired,67
Pakistan,2006,Dep_J_A,2006,Valid visa,3943
Pakistan,2006,Dep_J_A,2007,Expired,523
Pakistan,2006,Dep_J_A,2007,Valid visa,3487
Pakistan,2006,Dep_J_A,2008,Expired,787
Pakistan,2006,Dep_J_A,2008,Valid visa,3223
Pakistan,2006,Dep_J_A,2009,Expired,843
Pakistan,2006,Dep_J_A,2009,Valid visa,3167
Pakistan,2006,Dep_J_A,2010,Expired,925
Pakistan,2006,Dep_J_A,2010,Valid visa,3085
Pakistan,2006,Dep_J_A,2011,Expired,1020
Pakistan,2006,Dep_J_A,2011,Valid visa,2990
Pakistan,2006,Dep_J_A,2012,Expired,1039
Pakistan,2006,Dep_J_A,2012,Valid visa,2971
Pakistan,2006,Dep_J_A,2013,Expired,1043
Pakistan,2006,Dep_J_A,2013,Valid visa,2967
Pakistan,2006,Dep_J_A,2014,Expired,1048
Pakistan,2006,Dep_J_A,2014,Valid visa,2962
Pakistan,2006,Dep_J_A,2015,Expired,1048
Pakistan,2006,Dep_J_A,2015,Valid visa,2962
Pakistan,2006,Dep_J_A,2016,Expired,1053
Pakistan,2006,Dep_J_A,2016,Valid visa,2957
Pakistan,2006,Dep_J_A,2017,Expired,1055
Pakistan,2006,Dep_J_A,2017,Valid visa,2955
Pakistan,2006,Dep_J_A,2018,Expired,1056
Pakistan,2006,Dep_J_A,2018,Valid visa,2954
Pakistan,2006,Dep_J_A,2019,Expired,1056
Pakistan,2006,Dep_J_A,2019,Valid visa,2954
Pakistan,2006,Dep_J_A,2020,Expired,1067
Pakistan,2006,Dep_J_A,2020,Valid visa,2943
Pakistan,2007,Dep_J_A,2007,Expired,58
Pakistan,2007,Dep_J_A,2007,Valid visa,3839
Pakistan,2007,Dep_J_A,2008,Expired,178
Pakistan,2007,Dep_J_A,2008,Valid visa,3719
Pakistan,2007,Dep_J_A,2009,Expired,637
Pakistan,2007,Dep_J_A,2009,Valid visa,3260
Pakistan,2007,Dep_J_A,2010,Expired,703
Pakistan,2007,Dep_J_A,2010,Valid visa,3194
Pakistan,2007,Dep_J_A,2011,Expired,762
Pakistan,2007,Dep_J_A,2011,Valid visa,3135
Pakistan,2007,Dep_J_A,2012,Expired,829
Pakistan,2007,Dep_J_A,2012,Valid visa,3068
Pakistan,2007,Dep_J_A,2013,Expired,838
Pakistan,2007,Dep_J_A,2013,Valid visa,3059
Pakistan,2007,Dep_J_A,2014,Expired,840
Pakistan,2007,Dep_J_A,2014,Valid visa,3057
Pakistan,2007,Dep_J_A,2015,Expired,843
Pakistan,2007,Dep_J_A,2015,Valid visa,3054
Pakistan,2007,Dep_J_A,2016,Expired,845
Pakistan,2007,Dep_J_A,2016,Valid visa,3052
Pakistan,2007,Dep_J_A,2017,Expired,845
Pakistan,2007,Dep_J_A,2017,Valid visa,3052
Pakistan,2007,Dep_J_A,2018,Expired,848
Pakistan,2007,Dep_J_A,2018,Valid visa,3049
Pakistan,2007,Dep_J_A,2019,Expired,848
Pakistan,2007,Dep_J_A,2019,Valid visa,3049
Pakistan,2007,Dep_J_A,2020,Expired,872
Pakistan,2007,Dep_J_A,2020,Valid visa,3025
Pakistan,2008,Dep_J_A,2008,Expired,28
Pakistan,2008,Dep_J_A,2008,Valid visa,3238
Pakistan,2008,Dep_J_A,2009,Expired,143
Pakistan,2008,Dep_J_A,2009,Valid visa,3123
Pakistan,2008,Dep_J_A,2010,Expired,466
Pakistan,2008,Dep_J_A,2010,Valid visa,2800
Pakistan,2008,Dep_J_A,2011,Expired,529
Pakistan,2008,Dep_J_A,2011,Valid visa,2737
Pakistan,2008,Dep_J_A,2012,Expired,591
Pakistan,2008,Dep_J_A,2012,Valid visa,2675
Pakistan,2008,Dep_J_A,2013,Expired,662
Pakistan,2008,Dep_J_A,2013,Valid visa,2604
Pakistan,2008,Dep_J_A,2014,Expired,674
Pakistan,2008,Dep_J_A,2014,Valid visa,2592
Pakistan,2008,Dep_J_A,2015,Expired,680
Pakistan,2008,Dep_J_A,2015,Valid visa,2586
Pakistan,2008,Dep_J_A,2016,Expired,681
Pakistan,2008,Dep_J_A,2016,Valid visa,2585
Pakistan,2008,Dep_J_A,2017,Expired,685
Pakistan,2008,Dep_J_A,2017,Valid visa,2581
Pakistan,2008,Dep_J_A,2018,Expired,686
Pakistan,2008,Dep_J_A,2018,Valid visa,2580
Pakistan,2008,Dep_J_A,2019,Expired,688
Pakistan,2008,Dep_J_A,2019,Valid visa,2578
Pakistan,2008,Dep_J_A,2020,Expired,700
Pakistan,2008,Dep_J_A,2020,Valid visa,2566
Pakistan,2009,Dep_J_A,2009,Expired,22
Pakistan,2009,Dep_J_A,2009,Valid visa,1565
Pakistan,2009,Dep_J_A,2010,Expired,106
Pakistan,2009,Dep_J_A,2010,Valid visa,1481
Pakistan,2009,Dep_J_A,2011,Expired,219
Pakistan,2009,Dep_J_A,2011,Valid visa,1368
Pakistan,2009,Dep_J_A,2012,Expired,265
Pakistan,2009,Dep_J_A,2012,Valid visa,1322
Pakistan,2009,Dep_J_A,2013,Expired,286
Pakistan,2009,Dep_J_A,2013,Valid visa,1301
Pakistan,2009,Dep_J_A,2014,Expired,298
Pakistan,2009,Dep_J_A,2014,Valid visa,1289
Pakistan,2009,Dep_J_A,2015,Expired,302
Pakistan,2009,Dep_J_A,2015,Valid visa,1285
Pakistan,2009,Dep_J_A,2016,Expired,304
Pakistan,2009,Dep_J_A,2016,Valid visa,1283
Pakistan,2009,Dep_J_A,2017,Expired,304
Pakistan,2009,Dep_J_A,2017,Valid visa,1283
Pakistan,2009,Dep_J_A,2018,Expired,304
Pakistan,2009,Dep_J_A,2018,Valid visa,1283
Pakistan,2009,Dep_J_A,2019,Expired,304
Pakistan,2009,Dep_J_A,2019,Valid visa,1283
Pakistan,2009,Dep_J_A,2020,Expired,312
Pakistan,2009,Dep_J_A,2020,Valid visa,1275
Pakistan,2010,Dep_J_A,2010,Expired,10
Pakistan,2010,Dep_J_A,2010,Valid visa,962
Pakistan,2010,Dep_J_A,2011,Expired,37
Pakistan,2010,Dep_J_A,2011,Valid visa,935
Pakistan,2010,Dep_J_A,2012,Expired,112
Pakistan,2010,Dep_J_A,2012,Valid visa,860
Pakistan,2010,Dep_J_A,2013,Expired,173
Pakistan,2010,Dep_J_A,2013,Valid visa,799
Pakistan,2010,Dep_J_A,2014,Expired,179
Pakistan,2010,Dep_J_A,2014,Valid visa,793
Pakistan,2010,Dep_J_A,2015,Expired,181
Pakistan,2010,Dep_J_A,2015,Valid visa,791
Pakistan,2010,Dep_J_A,2016,Expired,182
Pakistan,2010,Dep_J_A,2016,Valid visa,790
Pakistan,2010,Dep_J_A,2017,Expired,183
Pakistan,2010,Dep_J_A,2017,Valid visa,789
Pakistan,2010,Dep_J_A,2018,Expired,185
Pakistan,2010,Dep_J_A,2018,Valid visa,787
Pakistan,2010,Dep_J_A,2019,Expired,187
Pakistan,2010,Dep_J_A,2019,Valid visa,785
Pakistan,2010,Dep_J_A,2020,Expired,194
Pakistan,2010,Dep_J_A,2020,Valid visa,778
Pakistan,2011,Dep_J_A,2011,Expired,16
Pakistan,2011,Dep_J_A,2011,Valid visa,1465
Pakistan,2011,Dep_J_A,2012,Expired,67
Pakistan,2011,Dep_J_A,2012,Valid visa,1414
Pakistan,2011,Dep_J_A,2013,Expired,210
Pakistan,2011,Dep_J_A,2013,Valid visa,1271
Pakistan,2011,Dep_J_A,2014,Expired,265
Pakistan,2011,Dep_J_A,2014,Valid visa,1216
Pakistan,2011,Dep_J_A,2015,Expired,270
Pakistan,2011,Dep_J_A,2015,Valid visa,1211
Pakistan,2011,Dep_J_A,2016,Expired,274
Pakistan,2011,Dep_J_A,2016,Valid visa,1207
Pakistan,2011,Dep_J_A,2017,Expired,275
Pakistan,2011,Dep_J_A,2017,Valid visa,1206
Pakistan,2011,Dep_J_A,2018,Expired,277
Pakistan,2011,Dep_J_A,2018,Valid visa,1204
Pakistan,2011,Dep_J_A,2019,Expired,278
Pakistan,2011,Dep_J_A,2019,Valid visa,1203
Pakistan,2011,Dep_J_A,2020,Expired,295
Pakistan,2011,Dep_J_A,2020,Valid visa,1186
Pakistan,2012,Dep_J_A,2012,Expired,7
Pakistan,2012,Dep_J_A,2012,Valid visa,904
Pakistan,2012,Dep_J_A,2013,Expired,47
Pakistan,2012,Dep_J_A,2013,Valid visa,864
Pakistan,2012,Dep_J_A,2014,Expired,140
Pakistan,2012,Dep_J_A,2014,Valid visa,771
Pakistan,2012,Dep_J_A,2015,Expired,196
Pakistan,2012,Dep_J_A,2015,Valid visa,715
Pakistan,2012,Dep_J_A,2016,Expired,206
Pakistan,2012,Dep_J_A,2016,Valid visa,705
Pakistan,2012,Dep_J_A,2017,Expired,214
Pakistan,2012,Dep_J_A,2017,Valid visa,697
Pakistan,2012,Dep_J_A,2018,Expired,220
Pakistan,2012,Dep_J_A,2018,Valid visa,691
Pakistan,2012,Dep_J_A,2019,Expired,221
Pakistan,2012,Dep_J_A,2019,Valid visa,690
Pakistan,2012,Dep_J_A,2020,Expired,249
Pakistan,2012,Dep_J_A,2020,Valid visa,662
Pakistan,2013,Dep_J_A,2013,Expired,4
Pakistan,2013,Dep_J_A,2013,Valid visa,465
Pakistan,2013,Dep_J_A,2014,Expired,37
Pakistan,2013,Dep_J_A,2014,Valid visa,432
Pakistan,2013,Dep_J_A,2015,Expired,68
Pakistan,2013,Dep_J_A,2015,Valid visa,401
Pakistan,2013,Dep_J_A,2016,Expired,118
Pakistan,2013,Dep_J_A,2016,Valid visa,351
Pakistan,2013,Dep_J_A,2017,Expired,123
Pakistan,2013,Dep_J_A,2017,Valid visa,346
Pakistan,2013,Dep_J_A,2018,Expired,124
Pakistan,2013,Dep_J_A,2018,Valid visa,345
Pakistan,2013,Dep_J_A,2019,Expired,126
Pakistan,2013,Dep_J_A,2019,Valid visa,343
Pakistan,2013,Dep_J_A,2020,Expired,141
Pakistan,2013,Dep_J_A,2020,Valid visa,328
Pakistan,2014,Dep_J_A,2014,Expired,2
Pakistan,2014,Dep_J_A,2014,Valid visa,515
Pakistan,2014,Dep_J_A,2015,Expired,42
Pakistan,2014,Dep_J_A,2015,Valid visa,475
Pakistan,2014,Dep_J_A,2016,Expired,64
Pakistan,2014,Dep_J_A,2016,Valid visa,453
Pakistan,2014,Dep_J_A,2017,Expired,106
Pakistan,2014,Dep_J_A,2017,Valid visa,411
Pakistan,2014,Dep_J_A,2018,Expired,117
Pakistan,2014,Dep_J_A,2018,Valid visa,400
Pakistan,2014,Dep_J_A,2019,Expired,121
Pakistan,2014,Dep_J_A,2019,Valid visa,396
Pakistan,2014,Dep_J_A,2020,Expired,149
Pakistan,2014,Dep_J_A,2020,Valid visa,368
Pakistan,2015,Dep_J_A,2015,Expired,1
Pakistan,2015,Dep_J_A,2015,Valid visa,395
Pakistan,2015,Dep_J_A,2016,Expired,29
Pakistan,2015,Dep_J_A,2016,Valid visa,367
Pakistan,2015,Dep_J_A,2017,Expired,45
Pakistan,2015,Dep_J_A,2017,Valid visa,351
Pakistan,2015,Dep_J_A,2018,Expired,79
Pakistan,2015,Dep_J_A,2018,Valid visa,317
Pakistan,2015,Dep_J_A,2019,Expired,81
Pakistan,2015,Dep_J_A,2019,Valid visa,315
Pakistan,2015,Dep_J_A,2020,Expired,162
Pakistan,2015,Dep_J_A,2020,Valid visa,234
Pakistan,2016,Dep_J_A,2016,Expired,5
Pakistan,2016,Dep_J_A,2016,Valid visa,386
Pakistan,2016,Dep_J_A,2017,Expired,28
Pakistan,2016,Dep_J_A,2017,Valid visa,363
Pakistan,2016,Dep_J_A,2018,Expired,56
Pakistan,2016,Dep_J_A,2018,Valid visa,335
Pakistan,2016,Dep_J_A,2019,Expired,112
Pakistan,2016,Dep_J_A,2019,Valid visa,279
Pakistan,2016,Dep_J_A,2020,Expired,118
Pakistan,2016,Dep_J_A,2020,Valid visa,273
Pakistan,2017,Dep_J_A,2017,Expired,3
Pakistan,2017,Dep_J_A,2017,Valid visa,543
Pakistan,2017,Dep_J_A,2018,Expired,29
Pakistan,2017,Dep_J_A,2018,Valid visa,517
Pakistan,2017,Dep_J_A,2019,Expired,53
Pakistan,2017,Dep_J_A,2019,Valid visa,493
Pakistan,2017,Dep_J_A,2020,Expired,169
